COD_ID;FECHA_MUE;DIA;MES;YEAR;COD_PAIS;ESTRATO_RIM;METIER_DCF;COD_PUERTO;COD_TIPO_MUE;COD_ESP_MUE;COD_CATEGORIA;P_DESEM
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10283;0911;605.30025
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10283;0912;94.3245
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10283;0913;31.4415
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10283;0935;32.469
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10260;0902;0.92475
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10258;0903;0.359625
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10540;0901;4.350435
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;30171;0901;19.1115
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10487;0901;7.08975
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10262;0902;2.15775
201900900;01-04-19;1;4;2019;724;ENMALLE_AC;GNS_DEF_>=100_0_0;0926;2;10320;0905;6.85548
201901093;01-04-19;1;4;2019;724;LIN_CABALLA;;0409;1;10642;0402;287.7
201900917;01-04-19;1;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0902;2.03445
201900917;01-04-19;1;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0903;2.6715
201900917;01-04-19;1;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0904;7.50075
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;11000;1401;0.667875
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10220;1421;37.01055
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10398;1401;0.7809
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1421;38.4696
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1431;140.983275
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1432;116.66235
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1433;292.354575
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1434;479.73975
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1435;600.1422
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1436;351.30225
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1437;192.255525
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1438;22.8516
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10283;1439;20.5089
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10258;1421;15.7824
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10726;1411;1.66044
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10726;1412;77.648175
201900972;01-04-19;1;4;2019;724;PALANGRE_AC;LLS_DEF_0_0_0;1418;2;10320;1401;1.45905
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10220;0904;13.152
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10283;0901;3631.596
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10283;0902;125.1495
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10283;0935;88.776
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10258;0903;4.82925
201900888;01-04-19;1;4;2019;724;PALANGRE_AC;;0926;1;10389;0901;0.71925
201901020;01-04-19;1;4;2019;724;PAREJA_CN;;0917;1;10283;0903;52.4025
201901020;01-04-19;1;4;2019;724;PAREJA_CN;;0917;1;10277;0901;347.706
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10173;0901;0.30825
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10313;0901;0.984345
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10804;0901;2.466
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10220;0905;17.262
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10220;0906;5.1375
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30191;0903;68.8425
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10019;0902;41.1
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10723;0901;43.977
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10723;0903;3.18525
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;40053;0901;49.731
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10798;0908;170.976
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10798;0909;53.43
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10821;0906;32.6745
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10821;0922;54.8685
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10283;0937;421.8915
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10283;0938;20.06913
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10788;0901;1.8495
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10788;0902;0.6165
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10277;0901;3.0825
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10260;0901;1.300815
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10540;0901;0.71925
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30188;0901;3.85107
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30171;0901;534.3
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30171;0902;0.256875
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10489;0902;0.71925
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10487;0901;0.74391
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10262;0901;13.152
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10864;0901;48.087
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10864;0913;173.6475
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10864;0914;131.7255
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10864;0925;66.3765
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10864;0926;44.799
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30143;0901;0.00822
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10802;0901;1.33575
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10801;0901;0.46032
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10022;0901;320.58
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30156;0902;0.191115
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;30156;0905;0
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;11168;0901;31.903875
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10413;0901;9.2475
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10726;0912;7.398
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10726;0914;33.9075
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10726;0915;2.56875
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10726;0918;2.295435
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10273;0903;47.98425
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10321;0901;0.71925
201901079;02-04-19;2;4;2019;724;BACA_APN;OTB_DEF_>=55_0_0;0922;2;10320;0901;12.741
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;11000;1401;0.7809
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10313;1421;0.380175
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10220;1421;1.798125
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;30191;1401;7.017825
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10723;1401;4.120275
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;40053;1401;0.154125
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10798;1401;35.94195
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10821;1401;51.06675
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10283;1401;62.071275
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10788;1401;1.33575
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10277;1401;4.243575
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10260;1401;14.56995
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;30171;1401;12.9465
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10487;1401;0.8631
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10262;1421;30.773625
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10637;1401;1.4385
201900981;02-04-19;2;4;2019;724;BACA_CN;;1418;1;10022;1402;15.3303
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10283;1431;1.36863
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10283;1432;1.6851
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10489;1411;1.654275
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10488;1401;1.777575
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10641;1411;1.222725
201901069;02-04-19;2;4;2019;724;BETA_CN;GNS_DEF_60-79_0_0;1418;2;10022;1411;0.380175
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10283;0901;4.058625
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10540;0901;0.6165
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;30188;0901;0.2055
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10642;0901;6.165
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10413;0901;7.1925
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10726;0901;2.055
201901130;02-04-19;2;4;2019;724;BETA_CN;;0914;1;10273;0901;2.414625
201900963;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0917;2;10522;0901;108.915
201900963;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0917;2;10642;0907;26.715
201900963;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0917;2;10413;0911;339.075
201900976;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0409;2;10156;0404;1660.44
201901109;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0409;2;10156;0404;1644
201901149;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0922;2;10522;0901;123.3
201901149;02-04-19;2;4;2019;724;CERCO_CN;PS_SPF_0_0_0;0922;2;10413;0901;462.375
201900979;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10522;0101;487.9392
201900979;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10642;0101;34.645245
201900979;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10507;0101;143.85
201900979;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10413;0101;4.59909
201901113;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10156;0101;796.20975
201901113;02-04-19;2;4;2019;724;CERCO_GC;;0103;1;10152;0101;93.97926
201901091;02-04-19;2;4;2019;724;LIN_CABALLA;LHM_SPF_0_0_0;0409;2;10642;0402;367.845
201900908;02-04-19;2;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0902;3.80175
201900908;02-04-19;2;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0903;2.97975
201900908;02-04-19;2;4;2019;724;NASAPULP_CN;FPO_MOL_0_0_0;0914;2;30188;0904;6.47325
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;11000;1401;0.822
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10225;1401;0.5754
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10557;1401;1.119975
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10398;1401;0.4521
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10488;1401;0.71925
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10864;1401;3.195525
201901170;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10641;1401;1.654275
201901074;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10220;1421;11.497725
201901074;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10398;1401;0.339075
201901165;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10220;1421;15.628275
201901117;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10283;1401;46.7718
201901117;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10277;1401;2.3016
201901117;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10487;1401;10.819575
201901117;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10642;1401;19.512225
201901117;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10413;1401;10.4805
201901027;02-04-19;2;4;2019;724;PALANGRE_CN;;1418;1;10283;1401;58.01265
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10220;1421;2.56875
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10220;1422;3.0414
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10220;1423;0.822
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10398;1411;0.52197
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10398;1412;0.36579
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10398;1413;0.277425
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10492;1401;1.428225
201901139;02-04-19;2;4;2019;724;PALANGRE_CN;LLS_DEF_0_0_0;1418;2;10519;1401;0.667875
201900966;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;1418;2;10821;1421;3.25512
201900966;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;1418;2;10283;1461;16.029
201900966;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;1418;2;10277;1411;532.656
201900966;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;1418;2;10277;1412;118.368
201900966;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;1418;2;30171;1411;1.530975
201901081;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;0917;2;10283;0903;133.575
201901081;02-04-19;2;4;2019;724;PAREJA_CN;PTB_MPD_>=55_0_0;0917;2;10277;0901;1014.1425
201901035;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10332;1401;0.39045
201901035;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10864;1401;2.36325
201901035;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;30156;1401;3.380475
201901035;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10726;1401;0.2055
201900970;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10642;1401;12.6588
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10220;1421;1.1097
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10498;1401;0.1644
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10559;1401;0.154125
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10864;1401;0.750075
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;10637;1401;1.777575
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;30156;1401;10.0284
201900881;02-04-19;2;4;2019;724;TRASMALL_CN;;1418;1;11168;1401;0.18495
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0902;1.95225
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0905;6.576
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0906;5.5485
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0907;12.22725
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0908;3.59625
201900884;02-04-19;2;4;2019;724;VOLANTA_CN;GNS_DEF_80-99_0_0;0913;2;10283;0909;4.62375
